brand,asin,product_title,price,product_rating,review_rating,review_title,review_body,url,review_length
Safari,B097BG27MD,"Pentagon Pro 8 Wheels 55Cm Cabin Trolley Bag Hard Case Polypropylene, 360º Wheeling Carry On Luggage for Men & Women, Travel Suitcase, Cyan",1869.0,4.2,4.0,,"Product is good but there is scratch on my bag
",https://www.amazon.in/dp/B097BG27MD,47
Safari,B097BG27MD,"Pentagon Pro 8 Wheels 55Cm Cabin Trolley Bag Hard Case Polypropylene, 360º Wheeling Carry On Luggage for Men & Women, Travel Suitcase, Cyan",1869.0,4.2,4.0,,"Satisfied with product
",https://www.amazon.in/dp/B097BG27MD,23
Safari,B097BG27MD,"Pentagon Pro 8 Wheels 55Cm Cabin Trolley Bag Hard Case Polypropylene, 360º Wheeling Carry On Luggage for Men & Women, Travel Suitcase, Cyan",1869.0,4.2,4.0,,"Good product.
",https://www.amazon.in/dp/B097BG27MD,14
Safari,B097BG27MD,"Pentagon Pro 8 Wheels 55Cm Cabin Trolley Bag Hard Case Polypropylene, 360º Wheeling Carry On Luggage for Men & Women, Travel Suitcase, Cyan",1869.0,4.2,4.0,,"Happy with this purchase 😄...good quality trolley bag.
",https://www.amazon.in/dp/B097BG27MD,55
Safari,B097BG27MD,"Pentagon Pro 8 Wheels 55Cm Cabin Trolley Bag Hard Case Polypropylene, 360º Wheeling Carry On Luggage for Men & Women, Travel Suitcase, Cyan",1869.0,4.2,4.0,,"Item is really good and smooth. Has 8 wheels and has no damage as well. But 4stars coz Amazon should focus on packaging. It has the Amazon seal only on one side. They should pack all side with the tape. Rest go and buy this product
",https://www.amazon.in/dp/B097BG27MD,232
Safari,B097BG27MD,"Pentagon Pro 8 Wheels 55Cm Cabin Trolley Bag Hard Case Polypropylene, 360º Wheeling Carry On Luggage for Men & Women, Travel Suitcase, Cyan",1869.0,4.2,4.0,,"Good quality
",https://www.amazon.in/dp/B097BG27MD,13
Safari,B097BG27MD,"Pentagon Pro 8 Wheels 55Cm Cabin Trolley Bag Hard Case Polypropylene, 360º Wheeling Carry On Luggage for Men & Women, Travel Suitcase, Cyan",1869.0,4.2,4.0,,"Good quality product
",https://www.amazon.in/dp/B097BG27MD,21
Safari,B097BG27MD,"Pentagon Pro 8 Wheels 55Cm Cabin Trolley Bag Hard Case Polypropylene, 360º Wheeling Carry On Luggage for Men & Women, Travel Suitcase, Cyan",1869.0,4.2,4.0,,"It's a good quality 👍
",https://www.amazon.in/dp/B097BG27MD,22
Safari,B097BG27MD,"Pentagon Pro 8 Wheels 55Cm Cabin Trolley Bag Hard Case Polypropylene, 360º Wheeling Carry On Luggage for Men & Women, Travel Suitcase, Cyan",1869.0,4.2,4.0,,"Very Happy
",https://www.amazon.in/dp/B097BG27MD,11
Safari,B097BG27MD,"Pentagon Pro 8 Wheels 55Cm Cabin Trolley Bag Hard Case Polypropylene, 360º Wheeling Carry On Luggage for Men & Women, Travel Suitcase, Cyan",1869.0,4.2,4.0,,"Good enough
",https://www.amazon.in/dp/B097BG27MD,12
Safari,B097BG27MD,"Pentagon Pro 8 Wheels 55Cm Cabin Trolley Bag Hard Case Polypropylene, 360º Wheeling Carry On Luggage for Men & Women, Travel Suitcase, Cyan",1869.0,4.2,4.0,,"There are some design flaws otherwise ok quality. High price. Recommended to buy during sales only.
",https://www.amazon.in/dp/B097BG27MD,100
Safari,B097BG27MD,"Pentagon Pro 8 Wheels 55Cm Cabin Trolley Bag Hard Case Polypropylene, 360º Wheeling Carry On Luggage for Men & Women, Travel Suitcase, Cyan",1869.0,4.2,4.0,,"Good quality and durable
",https://www.amazon.in/dp/B097BG27MD,25
Safari,B097BG27MD,"Pentagon Pro 8 Wheels 55Cm Cabin Trolley Bag Hard Case Polypropylene, 360º Wheeling Carry On Luggage for Men & Women, Travel Suitcase, Cyan",1869.0,4.2,4.0,,"more detailed

The Safari Trolley suitcase is an excellent choice for travel for both women and men. It comes with a safety number lock and is easy to carry while traveling. I purchased the medium size, and the build quality is very good. Overall, I’m very satisfied with this purchase.
",https://www.amazon.in/dp/B097BG27MD,287
Safari,B097BG27MD,"Pentagon Pro 8 Wheels 55Cm Cabin Trolley Bag Hard Case Polypropylene, 360º Wheeling Carry On Luggage for Men & Women, Travel Suitcase, Cyan",1869.0,4.2,4.0,,"No Scratches Safari Bag is Traveling No Soft Weight High quality Looks good lDurabilty no comments yet good luck to Best Quality
",https://www.amazon.in/dp/B097BG27MD,129
Safari,B097BG27MD,"Pentagon Pro 8 Wheels 55Cm Cabin Trolley Bag Hard Case Polypropylene, 360º Wheeling Carry On Luggage for Men & Women, Travel Suitcase, Cyan",1869.0,4.2,4.0,,"Good product . But only issue is when my 1 year baby sits on top it was bending
",https://www.amazon.in/dp/B097BG27MD,80
Safari,B097BG27MD,"Pentagon Pro 8 Wheels 55Cm Cabin Trolley Bag Hard Case Polypropylene, 360º Wheeling Carry On Luggage for Men & Women, Travel Suitcase, Cyan",1869.0,4.2,4.0,,"Average quality,not too bad not too good
",https://www.amazon.in/dp/B097BG27MD,41
Safari,B097BG27MD,"Pentagon Pro 8 Wheels 55Cm Cabin Trolley Bag Hard Case Polypropylene, 360º Wheeling Carry On Luggage for Men & Women, Travel Suitcase, Cyan",1869.0,4.2,4.0,,"Good bargain
",https://www.amazon.in/dp/B097BG27MD,13
Safari,B097BG27MD,"Pentagon Pro 8 Wheels 55Cm Cabin Trolley Bag Hard Case Polypropylene, 360º Wheeling Carry On Luggage for Men & Women, Travel Suitcase, Cyan",1869.0,4.2,4.0,,"It's is a good product
",https://www.amazon.in/dp/B097BG27MD,23
Safari,B097BG27MD,"Pentagon Pro 8 Wheels 55Cm Cabin Trolley Bag Hard Case Polypropylene, 360º Wheeling Carry On Luggage for Men & Women, Travel Suitcase, Cyan",1869.0,4.2,4.0,,"Price perfect ,little less sturdy
",https://www.amazon.in/dp/B097BG27MD,34
Safari,B097BG27MD,"Pentagon Pro 8 Wheels 55Cm Cabin Trolley Bag Hard Case Polypropylene, 360º Wheeling Carry On Luggage for Men & Women, Travel Suitcase, Cyan",1869.0,4.2,4.0,,"Nice product
",https://www.amazon.in/dp/B097BG27MD,13
Safari,B097BG27MD,"Pentagon Pro 8 Wheels 55Cm Cabin Trolley Bag Hard Case Polypropylene, 360º Wheeling Carry On Luggage for Men & Women, Travel Suitcase, Cyan",1869.0,4.2,4.0,,"One bag lock is not open
",https://www.amazon.in/dp/B097BG27MD,25
Safari,B097BG27MD,"Pentagon Pro 8 Wheels 55Cm Cabin Trolley Bag Hard Case Polypropylene, 360º Wheeling Carry On Luggage for Men & Women, Travel Suitcase, Cyan",1869.0,4.2,3.0,,"This Delivery is Defect And Damaged and colour is Also Different. I have order Different colour
",https://www.amazon.in/dp/B097BG27MD,96
Safari,B097BG27MD,"Pentagon Pro 8 Wheels 55Cm Cabin Trolley Bag Hard Case Polypropylene, 360º Wheeling Carry On Luggage for Men & Women, Travel Suitcase, Cyan",1869.0,4.2,5.0,,"Quality of the trolley is superb at this price range
It's quite big and surprisingly I loved the texture and looks of it
I forgot to click picture of the trolley otherwise I've uploaded it too
And the third trolley the smallest one looks soo 🥰
",https://www.amazon.in/dp/B097BG27MD,244
Safari,B097BG27MD,"Pentagon Pro 8 Wheels 55Cm Cabin Trolley Bag Hard Case Polypropylene, 360º Wheeling Carry On Luggage for Men & Women, Travel Suitcase, Cyan",1869.0,4.2,4.0,,"Good at this price
",https://www.amazon.in/dp/B097BG27MD,19
Safari,B097BG27MD,"Pentagon Pro 8 Wheels 55Cm Cabin Trolley Bag Hard Case Polypropylene, 360º Wheeling Carry On Luggage for Men & Women, Travel Suitcase, Cyan",1869.0,4.2,5.0,,"Omg omg!!!! This is superb I love it! 😀😀😀😀😀
#smooth ride # Finish
",https://www.amazon.in/dp/B097BG27MD,66
Safari,B097BG27MD,"Pentagon Pro 8 Wheels 55Cm Cabin Trolley Bag Hard Case Polypropylene, 360º Wheeling Carry On Luggage for Men & Women, Travel Suitcase, Cyan",1869.0,4.2,3.0,,"Wheel not actual as in image very disappointed
",https://www.amazon.in/dp/B097BG27MD,47
Safari,B097BG27MD,"Pentagon Pro 8 Wheels 55Cm Cabin Trolley Bag Hard Case Polypropylene, 360º Wheeling Carry On Luggage for Men & Women, Travel Suitcase, Cyan",1869.0,4.2,5.0,,"Smooth ride travel friendly, flexibility durability light weight
",https://www.amazon.in/dp/B097BG27MD,65
Safari,B097BG27MD,"Pentagon Pro 8 Wheels 55Cm Cabin Trolley Bag Hard Case Polypropylene, 360º Wheeling Carry On Luggage for Men & Women, Travel Suitcase, Cyan",1869.0,4.2,4.0,,"Product quality is good to utilise for travelling.
",https://www.amazon.in/dp/B097BG27MD,51
Safari,B097BG27MD,"Pentagon Pro 8 Wheels 55Cm Cabin Trolley Bag Hard Case Polypropylene, 360º Wheeling Carry On Luggage for Men & Women, Travel Suitcase, Cyan",1869.0,4.2,3.0,,"Too good
",https://www.amazon.in/dp/B097BG27MD,9
Safari,B097BG27MD,"Pentagon Pro 8 Wheels 55Cm Cabin Trolley Bag Hard Case Polypropylene, 360º Wheeling Carry On Luggage for Men & Women, Travel Suitcase, Cyan",1869.0,4.2,4.0,,"Product is awesome but delivery too much late .
",https://www.amazon.in/dp/B097BG27MD,48
Safari,B097BG27MD,"Pentagon Pro 8 Wheels 55Cm Cabin Trolley Bag Hard Case Polypropylene, 360º Wheeling Carry On Luggage for Men & Women, Travel Suitcase, Cyan",1869.0,4.2,3.0,,"Ander kapra fata hei
",https://www.amazon.in/dp/B097BG27MD,21
Safari,B097BG27MD,"Pentagon Pro 8 Wheels 55Cm Cabin Trolley Bag Hard Case Polypropylene, 360º Wheeling Carry On Luggage for Men & Women, Travel Suitcase, Cyan",1869.0,4.2,5.0,,"Bhut Bdiya hain
",https://www.amazon.in/dp/B097BG27MD,16
Safari,B097BG27MD,"Pentagon Pro 8 Wheels 55Cm Cabin Trolley Bag Hard Case Polypropylene, 360º Wheeling Carry On Luggage for Men & Women, Travel Suitcase, Cyan",1869.0,4.2,4.0,,"It's worth it and good quality, and saphenous, color is also nice.
",https://www.amazon.in/dp/B097BG27MD,67
Safari,B097BG27MD,"Pentagon Pro 8 Wheels 55Cm Cabin Trolley Bag Hard Case Polypropylene, 360º Wheeling Carry On Luggage for Men & Women, Travel Suitcase, Cyan",1869.0,4.2,4.0,,"Product is good but Amazon shipping disappointed me a lot during delivery...delay in delivery and very unprofessional behaviour by delivery agents
",https://www.amazon.in/dp/B097BG27MD,147
Safari,B097BG27MD,"Pentagon Pro 8 Wheels 55Cm Cabin Trolley Bag Hard Case Polypropylene, 360º Wheeling Carry On Luggage for Men & Women, Travel Suitcase, Cyan",1869.0,4.2,5.0,,"Travel friendly..
",https://www.amazon.in/dp/B097BG27MD,18
Safari,B097BG27MD,"Pentagon Pro 8 Wheels 55Cm Cabin Trolley Bag Hard Case Polypropylene, 360º Wheeling Carry On Luggage for Men & Women, Travel Suitcase, Cyan",1869.0,4.2,4.0,,"Strong and stylish ..
You like if you purchase it...
",https://www.amazon.in/dp/B097BG27MD,53
Safari,B097BG27MD,"Pentagon Pro 8 Wheels 55Cm Cabin Trolley Bag Hard Case Polypropylene, 360º Wheeling Carry On Luggage for Men & Women, Travel Suitcase, Cyan",1869.0,4.2,5.0,,"It is nyc , strong and useful
",https://www.amazon.in/dp/B097BG27MD,30
Safari,B097BG27MD,"Pentagon Pro 8 Wheels 55Cm Cabin Trolley Bag Hard Case Polypropylene, 360º Wheeling Carry On Luggage for Men & Women, Travel Suitcase, Cyan",1869.0,4.2,5.0,,"Fantastic colour good packaging। Quality good wheels smooth
",https://www.amazon.in/dp/B097BG27MD,60
Safari,B097BG27MD,"Pentagon Pro 8 Wheels 55Cm Cabin Trolley Bag Hard Case Polypropylene, 360º Wheeling Carry On Luggage for Men & Women, Travel Suitcase, Cyan",1869.0,4.2,3.0,,"Useful
",https://www.amazon.in/dp/B097BG27MD,7
Safari,B097BG27MD,"Pentagon Pro 8 Wheels 55Cm Cabin Trolley Bag Hard Case Polypropylene, 360º Wheeling Carry On Luggage for Men & Women, Travel Suitcase, Cyan",1869.0,4.2,4.0,,"Not a hard case trolley! But good design and attractive... Quality wise also good. Lightweight
",https://www.amazon.in/dp/B097BG27MD,95
Safari,B097BG27MD,"Pentagon Pro 8 Wheels 55Cm Cabin Trolley Bag Hard Case Polypropylene, 360º Wheeling Carry On Luggage for Men & Women, Travel Suitcase, Cyan",1869.0,4.2,5.0,,"Everything is good
",https://www.amazon.in/dp/B097BG27MD,19
Safari,B097BG27MD,"Pentagon Pro 8 Wheels 55Cm Cabin Trolley Bag Hard Case Polypropylene, 360º Wheeling Carry On Luggage for Men & Women, Travel Suitcase, Cyan",1869.0,4.2,3.0,,"The product is good, but the color is not the same.😑
",https://www.amazon.in/dp/B097BG27MD,53
Safari,B097BG27MD,"Pentagon Pro 8 Wheels 55Cm Cabin Trolley Bag Hard Case Polypropylene, 360º Wheeling Carry On Luggage for Men & Women, Travel Suitcase, Cyan",1869.0,4.2,5.0,,"Good and sturdy
",https://www.amazon.in/dp/B097BG27MD,16
Safari,B097BG27MD,"Pentagon Pro 8 Wheels 55Cm Cabin Trolley Bag Hard Case Polypropylene, 360º Wheeling Carry On Luggage for Men & Women, Travel Suitcase, Cyan",1869.0,4.2,5.0,,"Received locked product, unable to open.
",https://www.amazon.in/dp/B097BG27MD,41
Safari,B097BG27MD,"Pentagon Pro 8 Wheels 55Cm Cabin Trolley Bag Hard Case Polypropylene, 360º Wheeling Carry On Luggage for Men & Women, Travel Suitcase, Cyan",1869.0,4.2,5.0,,"Nice quality superrr happyyy
",https://www.amazon.in/dp/B097BG27MD,29
Safari,B097BG27MD,"Pentagon Pro 8 Wheels 55Cm Cabin Trolley Bag Hard Case Polypropylene, 360º Wheeling Carry On Luggage for Men & Women, Travel Suitcase, Cyan",1869.0,4.2,5.0,,"Good build quality
",https://www.amazon.in/dp/B097BG27MD,19
Safari,B097BG27MD,"Pentagon Pro 8 Wheels 55Cm Cabin Trolley Bag Hard Case Polypropylene, 360º Wheeling Carry On Luggage for Men & Women, Travel Suitcase, Cyan",1869.0,4.2,5.0,,"Khupach chan aahe.
",https://www.amazon.in/dp/B097BG27MD,19
Safari,B097BG27MD,"Pentagon Pro 8 Wheels 55Cm Cabin Trolley Bag Hard Case Polypropylene, 360º Wheeling Carry On Luggage for Men & Women, Travel Suitcase, Cyan",1869.0,4.2,4.0,,"Very spacious and durable product.
",https://www.amazon.in/dp/B097BG27MD,35
Safari,B097BG27MD,"Pentagon Pro 8 Wheels 55Cm Cabin Trolley Bag Hard Case Polypropylene, 360º Wheeling Carry On Luggage for Men & Women, Travel Suitcase, Cyan",1869.0,4.2,5.0,,"Nice and beautiful product thank you amazon
",https://www.amazon.in/dp/B097BG27MD,44
Safari,B097BG27MD,"Pentagon Pro 8 Wheels 55Cm Cabin Trolley Bag Hard Case Polypropylene, 360º Wheeling Carry On Luggage for Men & Women, Travel Suitcase, Cyan",1869.0,4.2,3.0,,"Acha hai
",https://www.amazon.in/dp/B097BG27MD,9
Safari,B0F9FMQZWN,"Astra Neo 8 Wheels 56cm Cabin Size Trolley Bag, Hard Case Polycarbonate, 360 Degree Wheeling Carry-on Luggage for Men & Women, Travel Bag, Suitcase for Travel, Trolley Bag for Travel, Champagne",2099.0,4.1,5.0,,"The trolley bag feels sturdy, spacious, and well-built. The 8-wheel design moves very smoothly, even on uneven surfaces. The material looks premium and the handle is strong and comfortable. Great value for money and perfect for travel.
",https://www.amazon.in/dp/B0F9FMQZWN,236
Safari,B0F9FMQZWN,"Astra Neo 8 Wheels 56cm Cabin Size Trolley Bag, Hard Case Polycarbonate, 360 Degree Wheeling Carry-on Luggage for Men & Women, Travel Bag, Suitcase for Travel, Trolley Bag for Travel, Champagne",2099.0,4.1,4.0,,"Quality is decent ..not that Good . Pulling handel isn't steady .. colour is good material is fine .. wheels are steady ..
",https://www.amazon.in/dp/B0F9FMQZWN,123
Safari,B0F9FMQZWN,"Astra Neo 8 Wheels 56cm Cabin Size Trolley Bag, Hard Case Polycarbonate, 360 Degree Wheeling Carry-on Luggage for Men & Women, Travel Bag, Suitcase for Travel, Trolley Bag for Travel, Champagne",2099.0,4.1,5.0,,"Good quality and a nice offer. Used it on my Vietnam trip
",https://www.amazon.in/dp/B0F9FMQZWN,58
Safari,B0F9FMQZWN,"Astra Neo 8 Wheels 56cm Cabin Size Trolley Bag, Hard Case Polycarbonate, 360 Degree Wheeling Carry-on Luggage for Men & Women, Travel Bag, Suitcase for Travel, Trolley Bag for Travel, Champagne",2099.0,4.1,1.0,,"Worst product quality received handle completely jammed also they denied pick up, and asked us to courier it also they would refund only upto 100 for courier charges where I was asked to pay 1650/- in speed post.....if it's this way then why you deliver???
",https://www.amazon.in/dp/B0F9FMQZWN,257
Safari,B0F9FMQZWN,"Astra Neo 8 Wheels 56cm Cabin Size Trolley Bag, Hard Case Polycarbonate, 360 Degree Wheeling Carry-on Luggage for Men & Women, Travel Bag, Suitcase for Travel, Trolley Bag for Travel, Champagne",2099.0,4.1,5.0,,"Very good suitcase
",https://www.amazon.in/dp/B0F9FMQZWN,19
Safari,B0F9FMQZWN,"Astra Neo 8 Wheels 56cm Cabin Size Trolley Bag, Hard Case Polycarbonate, 360 Degree Wheeling Carry-on Luggage for Men & Women, Travel Bag, Suitcase for Travel, Trolley Bag for Travel, Champagne",2099.0,4.1,3.0,,"Everything is fine according to the money there is a little issue in the chain and the handle is also not opening as much as it should, so is it an ok product
",https://www.amazon.in/dp/B0F9FMQZWN,159
Safari,B0F9FMQZWN,"Astra Neo 8 Wheels 56cm Cabin Size Trolley Bag, Hard Case Polycarbonate, 360 Degree Wheeling Carry-on Luggage for Men & Women, Travel Bag, Suitcase for Travel, Trolley Bag for Travel, Champagne",2099.0,4.1,5.0,,"I recently bought a trolley from Safari and it’s been a great purchase. The wheel design is smooth, it’s lightweight, and surprisingly spacious. The only concern is that the zip feels a bit delicate since it holds both sides together, but knowing it’s replaceable makes it a confident buy.
",https://www.amazon.in/dp/B0F9FMQZWN,290
Safari,B0F9FMQZWN,"Astra Neo 8 Wheels 56cm Cabin Size Trolley Bag, Hard Case Polycarbonate, 360 Degree Wheeling Carry-on Luggage for Men & Women, Travel Bag, Suitcase for Travel, Trolley Bag for Travel, Champagne",2099.0,4.1,4.0,,"Nice product in reasonable budget
",https://www.amazon.in/dp/B0F9FMQZWN,34
Safari,B0F9FMQZWN,"Astra Neo 8 Wheels 56cm Cabin Size Trolley Bag, Hard Case Polycarbonate, 360 Degree Wheeling Carry-on Luggage for Men & Women, Travel Bag, Suitcase for Travel, Trolley Bag for Travel, Champagne",2099.0,4.1,3.0,,"Large and middle are good on Delevery but smaller is little bit damaged its strips are unfolded
",https://www.amazon.in/dp/B0F9FMQZWN,96
Safari,B0F9FMQZWN,"Astra Neo 8 Wheels 56cm Cabin Size Trolley Bag, Hard Case Polycarbonate, 360 Degree Wheeling Carry-on Luggage for Men & Women, Travel Bag, Suitcase for Travel, Trolley Bag for Travel, Champagne",2099.0,4.1,3.0,,"The bag has manufacturing issue the top handle came out with bag body.
",https://www.amazon.in/dp/B0F9FMQZWN,71
Safari,B0F9FMQZWN,"Astra Neo 8 Wheels 56cm Cabin Size Trolley Bag, Hard Case Polycarbonate, 360 Degree Wheeling Carry-on Luggage for Men & Women, Travel Bag, Suitcase for Travel, Trolley Bag for Travel, Champagne",2099.0,4.1,3.0,,"Some scratches on the item
",https://www.amazon.in/dp/B0F9FMQZWN,27
Safari,B0F9FMQZWN,"Astra Neo 8 Wheels 56cm Cabin Size Trolley Bag, Hard Case Polycarbonate, 360 Degree Wheeling Carry-on Luggage for Men & Women, Travel Bag, Suitcase for Travel, Trolley Bag for Travel, Champagne",2099.0,4.1,3.0,,"Incorrect Dimensions. It's smaller in size. I feel Medium size item has been delivered
",https://www.amazon.in/dp/B0F9FMQZWN,87
Safari,B0F9FMQZWN,"Astra Neo 8 Wheels 56cm Cabin Size Trolley Bag, Hard Case Polycarbonate, 360 Degree Wheeling Carry-on Luggage for Men & Women, Travel Bag, Suitcase for Travel, Trolley Bag for Travel, Champagne",2099.0,4.1,5.0,,"It was very useful All three sizes
",https://www.amazon.in/dp/B0F9FMQZWN,35
Safari,B0F9FMQZWN,"Astra Neo 8 Wheels 56cm Cabin Size Trolley Bag, Hard Case Polycarbonate, 360 Degree Wheeling Carry-on Luggage for Men & Women, Travel Bag, Suitcase for Travel, Trolley Bag for Travel, Champagne",2099.0,4.1,5.0,,"Excellent quality and as expected...
",https://www.amazon.in/dp/B0F9FMQZWN,37
Safari,B0F9FMQZWN,"Astra Neo 8 Wheels 56cm Cabin Size Trolley Bag, Hard Case Polycarbonate, 360 Degree Wheeling Carry-on Luggage for Men & Women, Travel Bag, Suitcase for Travel, Trolley Bag for Travel, Champagne",2099.0,4.1,5.0,,"Tk you very much
",https://www.amazon.in/dp/B0F9FMQZWN,17
Safari,B0F9FMQZWN,"Astra Neo 8 Wheels 56cm Cabin Size Trolley Bag, Hard Case Polycarbonate, 360 Degree Wheeling Carry-on Luggage for Men & Women, Travel Bag, Suitcase for Travel, Trolley Bag for Travel, Champagne",2099.0,4.1,5.0,,"Classic
",https://www.amazon.in/dp/B0F9FMQZWN,8
Safari,B0F9FMQZWN,"Astra Neo 8 Wheels 56cm Cabin Size Trolley Bag, Hard Case Polycarbonate, 360 Degree Wheeling Carry-on Luggage for Men & Women, Travel Bag, Suitcase for Travel, Trolley Bag for Travel, Champagne",2099.0,4.1,4.0,,"Great product!! Must buy
",https://www.amazon.in/dp/B0F9FMQZWN,25
Safari,B0F9FMQZWN,"Astra Neo 8 Wheels 56cm Cabin Size Trolley Bag, Hard Case Polycarbonate, 360 Degree Wheeling Carry-on Luggage for Men & Women, Travel Bag, Suitcase for Travel, Trolley Bag for Travel, Champagne",2099.0,4.1,4.0,,"3 ईयर्स वारंटी कार्ड मिला है लेकिन उसका स्कैनर फटा हुआ है डिलीवरी के बाद 3 दिन के बाद स्कैनर स्कैन करने पर वारंटी वैलिड होती लेकिन अब वायलेट नहीं रहेगी क्योंकि स्कैनर फटा हुआ है
",https://www.amazon.in/dp/B0F9FMQZWN,178
Safari,B0F9FMQZWN,"Astra Neo 8 Wheels 56cm Cabin Size Trolley Bag, Hard Case Polycarbonate, 360 Degree Wheeling Carry-on Luggage for Men & Women, Travel Bag, Suitcase for Travel, Trolley Bag for Travel, Champagne",2099.0,4.1,5.0,,"Very nice pic
Adv Ramesh Hemaguda
",https://www.amazon.in/dp/B0F9FMQZWN,34
Safari,B0F9FMQZWN,"Astra Neo 8 Wheels 56cm Cabin Size Trolley Bag, Hard Case Polycarbonate, 360 Degree Wheeling Carry-on Luggage for Men & Women, Travel Bag, Suitcase for Travel, Trolley Bag for Travel, Champagne",2099.0,4.1,3.0,,"Everything is good, but the inside zips were poorly stiched.
It's just fine.
",https://www.amazon.in/dp/B0F9FMQZWN,77
Safari,B0F9FMQZWN,"Astra Neo 8 Wheels 56cm Cabin Size Trolley Bag, Hard Case Polycarbonate, 360 Degree Wheeling Carry-on Luggage for Men & Women, Travel Bag, Suitcase for Travel, Trolley Bag for Travel, Champagne",2099.0,4.1,3.0,,"Ok ok
",https://www.amazon.in/dp/B0F9FMQZWN,6
Safari,B0F9FMQZWN,"Astra Neo 8 Wheels 56cm Cabin Size Trolley Bag, Hard Case Polycarbonate, 360 Degree Wheeling Carry-on Luggage for Men & Women, Travel Bag, Suitcase for Travel, Trolley Bag for Travel, Champagne",2099.0,4.1,4.0,,"Product ok for the price
",https://www.amazon.in/dp/B0F9FMQZWN,25
